stage,epoch,global_epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,lr_head,lr_backbone,epoch_seconds,trainable_parameters
head,1,1,1.567007548056993,0.4786073825503356,1.2733763456344604,0.630859375,0.6492425902236421,0.6278409090909091,0.6239649882822151,0.001,,42.8099691970001,10248
head,2,2,1.0544795685966544,0.6925335570469798,1.0537565499544144,0.697265625,0.700338605298056,0.6963003268572825,0.6934998323331174,0.001,,38.64702445600051,10248
head,3,3,0.8377593339689626,0.7739093959731543,0.9233362004160881,0.7265625,0.7296216809642522,0.7260538856304986,0.7254770994523503,0.001,,39.391240928000116,10248
head,4,4,0.722931500249261,0.8137583892617449,0.8391308411955833,0.74609375,0.7502621220389684,0.7452296401515152,0.7444718144574913,0.001,,40.32075152300058,10248
head,5,5,0.64244017264987,0.8330536912751678,0.7765153683722019,0.7734375,0.7764075880618607,0.7735474706744868,0.7723760053698346,0.001,,40.87029807699946,10248
finetune,1,6,0.9803049040320736,0.7189597315436241,1.0288292616605759,0.69140625,0.691752407829139,0.6926663306451613,0.6856600667062371,1e-05,1e-05,43.072300257999814,3165988
finetune,2,7,0.8612312846535805,0.7764261744966443,0.9598952122032642,0.71875,0.7153860147743443,0.7196190738025415,0.7116648183307545,1e-05,1e-05,40.102285786999346,3165988
finetune,3,8,0.7926310336829832,0.7944630872483222,0.899360366165638,0.7421875,0.738796414814967,0.7427052785923753,0.7361564999928849,1e-05,1e-05,42.9478411630007,3165988
finetune,4,9,0.725629499694645,0.8246644295302014,0.8453114479780197,0.765625,0.7620291877425007,0.7654955553519062,0.7622937402332015,1e-05,1e-05,43.216259980999894,3165988
finetune,5,10,0.6688232089849127,0.8468959731543624,0.7990539446473122,0.779296875,0.7759757952357573,0.7793010752688172,0.7763853671874413,1e-05,1e-05,43.11406692299897,3165988
finetune,6,11,0.6165049124084063,0.8624161073825504,0.7560643702745438,0.80078125,0.7993166826060942,0.8008717467008798,0.7984305891795318,1e-05,1e-05,43.24714310099989,3165988
finetune,7,12,0.5801864478412091,0.8737416107382551,0.7230992540717125,0.796875,0.7942068738131319,0.7967214992668621,0.7924231816390037,1e-05,1e-05,42.68497188699985,3165988
finetune,8,13,0.5350460742143976,0.8833892617449665,0.6959780566394329,0.8125,0.8115093830836315,0.8125351295210166,0.8097405905764156,1e-05,1e-05,42.001532480000606,3165988
finetune,9,14,0.5065092636434824,0.8850671140939598,0.6607613638043404,0.822265625,0.8210907443084624,0.8223755956744868,0.82093593964309,1e-05,1e-05,43.22031136300029,3165988
finetune,10,15,0.4714756822026016,0.8921979865771812,0.6303138062357903,0.826171875,0.8242146700687778,0.8261634744623656,0.8235340621938707,1e-05,1e-05,43.778219218998856,3165988
finetune,11,16,0.4401420048819292,0.9119127516778524,0.6132488809525967,0.830078125,0.8307663385885349,0.8303221224340176,0.8266601405035914,1e-05,1e-05,43.86575494099998,3165988
finetune,12,17,0.4067418391272526,0.9123322147651006,0.5854846984148026,0.833984375,0.8342800469508348,0.8343581989247312,0.8313057912700986,1e-05,1e-05,44.44665845600139,3165988
finetune,13,18,0.39073476135330715,0.9148489932885906,0.5673588216304779,0.841796875,0.8416354678660781,0.8421745173509286,0.8397743411957961,1e-05,1e-05,45.00008563499978,3165988
finetune,14,19,0.36543736681842165,0.9316275167785235,0.5447971560060978,0.83984375,0.8402525845941822,0.8401583883186706,0.8381202748178228,1e-05,1e-05,43.65446138399966,3165988
finetune,15,20,0.33951236257617107,0.9324664429530202,0.5237092152237892,0.8515625,0.8522703216295285,0.8518255895650049,0.850269980170493,1e-05,1e-05,43.636166285999934,3165988
finetune,16,21,0.3274490121226983,0.9345637583892618,0.507233515381813,0.8515625,0.8519741917753931,0.8518255895650049,0.8502748492049141,1e-05,1e-05,44.339199022000685,3165988
finetune,17,22,0.2954959729373855,0.9425335570469798,0.4999975934624672,0.837890625,0.8374117776570801,0.8380792552541545,0.8351142482271191,1e-05,1e-05,43.99821130199962,3165988
finetune,18,23,0.29738776715809867,0.9433724832214765,0.48144177347421646,0.861328125,0.8632456455287724,0.8616538367546432,0.8605477436088093,1e-05,1e-05,43.35955197799922,3165988
finetune,19,24,0.2713597784906426,0.9475671140939598,0.46357087045907974,0.859375,0.8606158977074314,0.8599531097262952,0.8586299317521855,1e-05,1e-05,43.524604856000224,3165988
finetune,20,25,0.2542494387434633,0.9521812080536913,0.45071646198630333,0.861328125,0.8624601376320018,0.8619734390273704,0.8606544359353651,1e-05,1e-05,42.811711770998954,3165988
finetune,21,26,0.24334407782794645,0.9593120805369127,0.43353205919265747,0.869140625,0.8713517909891267,0.869663367546432,0.8687039588280837,1e-05,1e-05,44.2606131420016,3165988
finetune,22,27,0.23577020742349178,0.9538590604026845,0.4362763799726963,0.869140625,0.8699946485857116,0.8702273490957967,0.86786222584146,1e-05,1e-05,43.133354212000995,3165988
finetune,23,28,0.2307834353222943,0.9567953020134228,0.41506377048790455,0.876953125,0.8775161544742173,0.8778622922776149,0.8764082452079747,1e-05,1e-05,43.37322194400076,3165988
finetune,24,29,0.20972671224766928,0.9626677852348994,0.41565548442304134,0.875,0.8765810539995974,0.8759133675464321,0.8742088805951966,1e-05,1e-05,44.205911574999845,3165988
finetune,25,30,0.19992371393530162,0.9635067114093959,0.4009301755577326,0.87890625,0.8797639743030566,0.8797562316715543,0.8782690752473093,1e-05,1e-05,42.36164764999921,3165988
